bidder_id,trade_count,most_used_device,device_counts,most_used_country,country_counts,average_times,most_merchandise,merchandise_counts,most_used_ip,ip_counts,most_used_url,url_counts
81a6dd18d43cb3b1999176eea563b438roe7y,382,phone3,37,in,275.0,-0.1657468165682839,mobile,382,80.53.77.69,11,vasstdc27m7nks3,78
81c9c749b2c9f97215f3ddaf8b5a5fe1k757u,30,phone33,8,ng,26.0,1.301620165717558,mobile,30,163.108.18.112,6,dcm1s7zr4w1spj1,28
820dc943d26965d377be315497837bba5iz67,22,phone57,3,id,19.0,-0.06567750381863668,sporting goods,22,190.88.89.83,2,1z8hvkftgnjmujh,11
8215dac41ad35a074c93bfcfbc0f908chlo5n,84,phone63,9,id,41.0,-0.537075175351359,mobile,84,141.13.102.15,3,krc0c9h9kmgq1it,31
82194e7d8f9b84e71b789e763b5c3263r6d98,81,phone23,28,id,54.0,-0.5088733699931839,books and music,81,139.71.158.155,2,vasstdc27m7nks3,44
8251041848182e6468c8119905a177dekmshg,3237,phone4,506,in,1845.0,-0.4465905407452274,mobile,3237,216.197.201.221,40,vasstdc27m7nks3,1277
825226b69f2a5a8337ca611b38223989aumow,109,phone25,12,th,109.0,-0.16421351134813333,mobile,109,85.104.20.160,4,vasstdc27m7nks3,52
8254276e772450c5365707cde76efa4cwuzpd,1,phone65,1,ng,1.0,1.2903306053154513,home goods,1,203.101.160.240,1,9x36x9q4mmjdvwc,1
827da66b68b225547050c11df16f845618ptk,7,phone92,2,in,6.0,1.2936500489361649,jewelry,7,107.189.39.235,1,vasstdc27m7nks3,4
82ae4df0acf8237d7af1a790e3848645bp73e,9,phone366,4,in,5.0,1.3035471735136221,mobile,9,226.152.203.67,2,y6wcxa99q6qqqaq,3
82bec02fec2f08899489d7a5c35a30a0lbszo,8,phone163,1,ua,4.0,-1.0200847080932,office equipment,8,111.43.123.175,1,vasstdc27m7nks3,5
82f1ba4809f4812629e9e53ea4c687d7begx4,1,phone65,1,cn,1.0,-1.0176546846872192,home goods,1,136.137.149.153,1,vasstdc27m7nks3,1
8322695c21cb27accf0fe269438bd78fn3x44,15763,phone4,994,za,1750.0,-0.5269044096837746,jewelry,15763,199.76.55.169,187,vasstdc27m7nks3,3374
83a24bbff5a4cf9d9fb10391102708f1oqpco,9,phone1,2,za,9.0,-0.5872996602908539,sporting goods,9,123.196.148.238,1,vasstdc27m7nks3,2
83aa7c2c8c018888d9ebc6daf63bddb6f2i0d,2,phone119,1,de,1.0,-0.44606561797770766,jewelry,2,177.202.179.35,1,akw8rvfo9ebtsua,2
83c9359ad94eab7f4b8fd582a6db4733frmsr,146,phone125,10,in,68.0,1.3130624408761529,mobile,146,159.86.177.228,4,e7t2okroheffz5g,96
83dbbc6c5c7ed95048ffa9427d807692339oi,3720,phone4,931,in,3615.0,-0.4834825571586003,mobile,3720,216.197.201.221,113,vasstdc27m7nks3,2282
83e8aa6cb15daa745c75ba3c29a2f646zjw33,427,phone3,28,in,273.0,1.317315373152589,books and music,427,73.103.43.203,11,vasstdc27m7nks3,134
84560dfb1400fe920a29ca2c728acf1e25eli,2,phone4,1,fr,1.0,-1.080007971341522,sporting goods,2,162.118.176.195,1,i3fc3biuvu6fni2,1
8473148f069a890b7323fe8316861a71qoxv1,27,phone4,4,in,15.0,-0.2132798846705891,mobile,27,5.146.235.202,3,39x4yqxwfns1rmx,18
848d3eaa622b26fe57d352eedd9649f4v6obv,7,phone22,5,id,5.0,1.290521996143865,mobile,7,117.144.206.202,1,vasstdc27m7nks3,4
84a769adc98498f52debfe57b93a0789556f4,2,phone59,2,ru,2.0,1.4106965547909032,jewelry,2,79.72.96.0,2,9ov8hm82p20sxlz,2
84a773b3c9d300834d9d57af5dc83091y54cx,2,phone159,1,bn,1.0,1.3057991467884453,jewelry,2,110.16.227.12,1,1np2a6dxf76wb29,1
84bd02dc56fb7c3402426ef7e8e166e2ptwo6,1,phone79,1,in,1.0,-1.1042418694546456,jewelry,1,88.155.10.176,1,vasstdc27m7nks3,1
84c4b58a1491da3a30710bcdf61f87054xfq6,2143,phone63,35,za,328.0,-0.47875878553524837,mobile,2143,238.210.77.18,3,7nm9vqb1ueaxxl2,20
84c7bbdc12233f88f35c2c3b8f178803ta03m,8,phone174,3,mx,3.0,-0.6566958914245379,mobile,8,19.248.115.240,3,vasstdc27m7nks3,5
84d75f71a61667cd327367453b4c0d2frury9,6,phone150,2,id,5.0,-0.18335657816448783,office equipment,6,246.79.166.233,2,vasstdc27m7nks3,2
84f06d2c69695fe24cd69f8a1aae21a7kozbn,39,phone20,8,in,32.0,-0.7778390241222911,jewelry,39,9.223.163.176,7,twrdhpvkbr6ue9o,3
85155ae64ccbde01b48fbf4b3f1b739exmqyu,15,phone21,5,lt,10.0,-0.6329720791928829,mobile,15,89.221.232.42,2,vasstdc27m7nks3,7
85371e59ea43c33c7e481ba3c214e893ail7f,12,phone114,2,lk,12.0,-0.6692899169279692,mobile,12,114.180.249.24,1,vasstdc27m7nks3,5
85499f83c5f1674c87d0fe77838c4da793u8y,56,phone212,14,my,43.0,1.3581512077190891,sporting goods,56,113.125.127.189,7,vasstdc27m7nks3,56
85ac49e7f93bf0e20323de78362bb4aadnwia,54,phone22,7,in,47.0,1.3122163870695673,jewelry,54,150.161.57.221,5,vasstdc27m7nks3,6
85be8fd21f41bc3dee86597d272825726bp69,172,phone246,11,in,74.0,-1.0744149341491203,jewelry,172,131.124.59.252,3,vasstdc27m7nks3,34
85d020b5f3d99d1272efa0a0d34c56a5dtvxb,6,phone46,6,fi,3.0,-1.039978941949829,mobile,6,34.184.125.163,3,uxeqdssptsk8chd,6
86091a1e6c99358936979baf67d54457x1dzy,7,phone1429,7,np,2.0,1.3147096200170876,books and music,7,254.13.167.249,2,wzc98waigigagbs,7
86151544b29ad273209ec4605c257b089z588,34,phone57,4,in,34.0,1.267010597145913,jewelry,34,122.48.237.7,3,g248klpctabalcc,3
862eef3a75e1351593b54975cd8ae1b3swcxw,1795,phone4,143,in,1019.0,1.3188357791951113,mobile,1795,213.225.77.188,28,vasstdc27m7nks3,447
8644c9765c64da22776cd67eefe0f498u3aaz,2,phone3,1,in,1.0,-0.5731692970432362,mobile,2,53.72.40.117,1,fphuxdok6lrctuf,1
86a34cdbb975c141eea1854b10dbf1c8seom3,3,phone65,3,cn,3.0,1.2090726585905436,home goods,3,200.30.70.146,1,vasstdc27m7nks3,3
86a3a9861ed45158e964f9d004a224b3324cl,67,phone313,17,ir,25.0,0.08230149393986319,mobile,67,166.44.252.6,7,qg7ymlgolst5cro,18
86a626c876e7eb4be35f4f0b0a78f97a1rn7h,12,phone142,2,in,8.0,1.311526984601271,jewelry,12,122.48.237.7,1,vasstdc27m7nks3,4
86b6207b5e87d58ae307bdc1545a101akz0ew,11,phone57,2,in,10.0,1.3263612876706856,mobile,11,108.77.171.61,1,fxieze18l0orppo,2
86e50263881b0d382b55777185eb648aagh1g,730,phone3,50,in,579.0,1.3234226378083591,sporting goods,730,210.159.251.193,22,vasstdc27m7nks3,283
86e698821a8aada613bfca1356d8cb7dopnv8,10,phone6,4,za,7.0,-0.2865394314087271,sporting goods,10,6.192.198.142,2,vasstdc27m7nks3,10
86e888c2dafacf13580a1211abf50961w6foa,4872,phone4,369,in,4637.0,1.3175447534755658,sporting goods,4872,213.225.77.188,158,vasstdc27m7nks3,1712
870932eabebfc108296437c303db6055kc3t4,2,phone8,2,in,2.0,0.16454901133728622,sporting goods,2,232.250.174.96,1,jqzhnvthsa64gsm,2
8720f071e045d4cec9d707c583a3d64avjyyy,200,phone4,88,id,116.0,-0.5962095636541718,home goods,200,60.211.98.234,7,vasstdc27m7nks3,137
8725b0aa1a32054450c16b099328fbcbi71gi,7,phone212,2,ca,4.0,-0.6993043640051054,jewelry,7,190.110.25.231,2,hieocp88ble1dcf,2
874402ea8b408a017756404006b12708d9s6u,57,phone35,6,id,30.0,-0.43950999274819186,mobile,57,95.56.240.71,3,vasstdc27m7nks3,17
874f882f7efff96263e9b555415aac36dsxry,102,phone4,25,in,83.0,-0.42421214714970334,mobile,102,5.146.235.202,5,vasstdc27m7nks3,37
876b122982958678f14bb25d887dd79dun3qa,60,phone181,10,za,55.0,-0.7286503426149269,mobile,60,242.26.252.243,2,u6zw918yotxb1dd,9
877d96d9abeb73e437a8ebd74abbbf45p8s80,65,phone33,10,ke,9.0,-1.1093194327023486,mobile,65,19.125.8.217,5,vasstdc27m7nks3,64
8783939eb63e5eb4e5cd412d8480f3955ipxu,1250,phone63,30,za,208.0,1.3197384605514801,mobile,1250,1.208.144.9,2,1sb3i8rxzzcvoc1,13
87aa94042390f9267d3b7d90e42b022ek5mbu,7,phone55,6,us,3.0,1.2658455961415356,sporting goods,7,168.224.128.85,1,u86qxx2x22esfbb,7
87c5fcd8d9582701469f94bff3cc415dvq4ia,26,phone22,3,in,14.0,1.3104300698181992,mobile,26,134.160.116.190,3,vasstdc27m7nks3,7
880f542a275df1251612886d408b32e8m96cp,18,phone127,10,se,13.0,-0.06783624013144945,mobile,18,221.72.3.56,2,zcc7gr1nz74uxn3,7
88103add66b7113729a9ca82540684c9il94h,1,phone119,1,in,1.0,-0.9761439021615818,books and music,1,41.156.124.106,1,vasstdc27m7nks3,1
88641b0f22cf175876bfc4adc44c00f58b5rz,2,phone150,1,ae,1.0,1.395467824023319,mobile,2,220.31.67.171,1,qgd9l11hjhiliep,1
8884b7af726ce7bd929482ea13de19d39lzuv,1,phone576,1,my,1.0,0.05356121245485636,sporting goods,1,211.163.219.144,1,vasstdc27m7nks3,1
88acd2e23ea6817d9d9fc28f38a8d1aftqssz,226,phone4,38,id,180.0,-0.3930728927557657,home goods,226,213.182.199.133,9,mg9ncke8mrrh81d,88
88ae7a35e374a6fddd079ebb28c822eeohwse,34,phone46,32,de,19.0,1.2841223558522215,home goods,34,207.187.129.233,2,vasstdc27m7nks3,34
88bf2c0f5460e28deb5eca2ef8e5e809ol5ru,76,phone248,65,mx,76.0,1.312479894656671,mobile,76,17.224.202.32,2,vasstdc27m7nks3,76
88e24a019c32a60f2ff315a9d217ec33q144x,24,phone4,6,za,11.0,1.3175959727513036,mobile,24,149.247.222.82,3,gb9dufvviy3wa8r,11
88ebdac47cc2623888e0bcdfb35b692ejrbvv,530,phone65,40,cn,213.0,-0.6059723107486769,mobile,530,102.160.87.16,3,vasstdc27m7nks3,527
89291354b0939c342be97fa58e018bd89fvcf,46,phone46,5,id,18.0,-0.35652210290644293,clothing,46,118.13.158.220,3,vasstdc27m7nks3,13
898419c2d011d5a822e9ee07c387098ezpc12,3,phone110,1,ar,2.0,1.3046471542348297,mobile,3,111.81.84.181,1,vasstdc27m7nks3,3
89c8eefbf6f83543ce0792d1e4b86057ti16q,10,phone1050,1,uk,2.0,1.3181783856750258,sporting goods,10,192.161.115.167,1,vasstdc27m7nks3,10
8a27b2e29086c0d2e589053537e88393zsyr2,1,phone96,1,in,1.0,-1.0727430587184446,jewelry,1,200.130.153.238,1,zvhgd2txsd8purp,1
8a3f5e16e4e689897d872716efeeaa0904tyl,6,phone65,2,in,3.0,1.319970674480974,sporting goods,6,104.16.175.144,1,04o1rhaulgpj2lh,1
8a4fc219f01e1fe6d4328b0a47fc54905iv05,167,phone2,15,id,124.0,-1.1949000412810982,computers,167,103.4.194.14,6,f9cx9im5nb5taw1,68
8a7710ee3c886df8ca78c88120603cf6taql6,5,phone3,2,in,4.0,1.3293807998347287,sporting goods,5,132.214.42.27,1,n0zg9hijwfufjbc,4
8a958e0092f6ca984107ea6c3975f806c59m2,3,phone649,1,in,3.0,1.2753214924242144,jewelry,3,125.176.249.84,1,vasstdc27m7nks3,2
8ab98c1e6cbfb902af4e02050a886396a40bg,4,phone25,2,id,4.0,1.294939576827255,books and music,4,109.80.80.28,1,jmuxobh1hv54fdy,2
8abc7635daf75f9fbeb63783b7b8ccd5rvuyo,7,phone4,5,in,6.0,1.3274235210727208,mobile,7,117.40.146.227,5,vasstdc27m7nks3,5
8ac7cc6a62b82e675465e89f67ab1f962ltgu,3,phone152,1,my,1.0,-0.7256012921802769,mobile,3,141.13.102.15,1,8vc92ayk6gozrmi,3
8acae9b2e5454fbd92fd0b3d79fe89ad6w2wp,5,phone28,2,za,4.0,-0.1592146658974511,books and music,5,77.203.53.143,3,vasstdc27m7nks3,5
8af01eeb860c2e6b1512377f28953110ml638,826,phone45,40,in,548.0,1.3320934929257873,mobile,826,213.225.77.188,10,vasstdc27m7nks3,231
8b109c0aee5ed07fc996e73d28e65888o5jmc,1,phone811,1,my,1.0,1.4033940935187794,mobile,1,137.122.156.187,1,4pqc42hu9nvsfa7,1
8b253bd318229b3eea3f459bd81b8347khytb,494,phone4,183,id,494.0,1.3329237456395442,mobile,494,25.178.101.254,30,vasstdc27m7nks3,324
8b4071f3e2702b88481054081363bc15her3f,2322,phone224,2322,us,2322.0,1.2831928065663811,mobile,2322,91.117.186.2,2322,vasstdc27m7nks3,2322
8b4bcc98fa4666b22c7a17c9a4b93ebenlmlb,2,phone246,1,id,1.0,-0.48493097301381344,mobile,2,47.31.32.143,1,vasstdc27m7nks3,2
8b809e18804865ff2a2e799c9a5e8a48mtxdh,222,phone65,30,in,164.0,1.3121163269985219,books and music,222,198.143.62.116,10,vasstdc27m7nks3,34
8bbb16c0a1bb808389051c875ebab1cea0v56,38,phone33,4,in,35.0,-0.5309844569793823,mobile,38,159.152.153.205,2,vasstdc27m7nks3,9
8bc2a424939c50eaf4a652e253421b0f9b0y9,817,phone4,86,in,532.0,1.3243703311429988,office equipment,817,213.225.77.188,28,vasstdc27m7nks3,332
8bc48bc2cd0ee494e55470a7ab0814c12riuf,1,phone316,1,us,1.0,1.2402517217195186,mobile,1,242.228.241.37,1,09unuukp2fvxxfq,1
8bce581a91921adaa5fc20e627cd7b94l6cp6,9,phone106,2,ae,5.0,-0.07552392272929746,sporting goods,9,147.253.185.193,2,ybs2ao5xbpd2mlj,2
8bf04b0a219c7834b25057c0220b4d0dhwdsg,12,phone59,3,my,5.0,1.318463388265655,sporting goods,12,255.240.137.18,2,e2w90zudvj1y3p0,7
8bf07d8631a2808f2c869e27afad2d41swgkd,3113,phone4,398,id,1617.0,1.3269910145807229,mobile,3113,7.199.77.86,92,vasstdc27m7nks3,781
8c09f4afd78059d9200cddc435f5c48ceph11,1459,phone317,1111,id,1111.0,-0.012151420150284094,home goods,1459,206.36.68.213,359,gx28qkbsl02fxc6,803
8c2bdb9dd878a811701838002627a056be0ce,2073,phone65,192,id,1721.0,1.3179786883985076,sporting goods,2073,185.218.149.48,46,vasstdc27m7nks3,420
8c339df2050a428c04a1c2bcbfe4a143loj8l,598,phone3,98,in,485.0,-0.4910566085544386,mobile,598,97.239.117.128,6,vasstdc27m7nks3,111
8c33cf751b05ca6a9d886a379a84a2ees9jlu,18826,phone65,1544,us,6167.0,-0.6097727628916858,mobile,18826,46.40.63.253,44,vasstdc27m7nks3,18375
8c3631460a4d25d2b21b1f92ebbad752a19ww,30,phone4,4,za,14.0,-1.1436049026297384,mobile,30,147.235.122.133,2,vasstdc27m7nks3,12
8c412ae875b672f18073d643c74f9f0clzbyw,82,phone4,22,id,74.0,-0.3200666995391088,jewelry,82,250.176.102.3,5,vasstdc27m7nks3,31
8c4b0d95ba36c0ba2a52f9043c62fccev75uu,554,phone76,25,tr,544.0,-0.9057061066965801,sporting goods,554,15.160.180.75,14,vasstdc27m7nks3,153
8c939b6713b7881538cb05eca89cfb1cw1lhm,21,phone656,3,id,19.0,0.15417037400960454,office equipment,21,205.102.163.187,2,vasstdc27m7nks3,5
8cab09b069755eca2b4e7fd6f6981d7d8n88o,3,phone22,1,id,2.0,0.1374929567596669,office equipment,3,119.172.93.129,1,3fspuycz814hqoe,3
8cb96eaadc11cf4f914bad84518632e7czdyl,2500,phone46,278,th,2488.0,-0.5315657927847645,sporting goods,2500,158.207.114.83,37,vasstdc27m7nks3,914
8cba56e5e7c2be942ea8472b73f0842fil1x0,7,phone57,4,id,5.0,1.3741530651711416,jewelry,7,221.209.147.133,4,oiwt9lda7vwryk7,6
8cc03b92898255ce4b096454645599ae5zoc0,3,phone101,2,za,3.0,1.3413316837326483,mobile,3,149.247.222.82,1,vasstdc27m7nks3,2
8d43ad48f315364be4d979d2e9d5ee67quqyi,31,phone63,25,om,25.0,-0.8705237674517278,sporting goods,31,54.49.231.152,25,vasstdc27m7nks3,27
8d49c8e70bf96a255baf30acc76a3f59b394w,80,phone4,10,id,46.0,1.3241113976505416,jewelry,80,93.227.210.179,6,vasstdc27m7nks3,24
8d500e174fc28d494482f8ccb9438608zd51s,1,phone152,1,id,1.0,0.18450386540182964,jewelry,1,178.48.128.72,1,r2yhfhr257f6usp,1
8d638f6da12614d6b369249410c3d278n8qme,1,phone72,1,in,1.0,1.338164580345303,mobile,1,71.5.23.73,1,vasstdc27m7nks3,1
8d8f705595701b921012777a281a553622300,30,phone16,6,in,15.0,1.3203718609359913,mobile,30,163.108.18.112,3,0y1ukk09lgvg0ji,7
8df5d645ed4040b857c121a4459b7976n5u3b,1,phone469,1,za,1.0,0.12859643017209058,mobile,1,174.77.249.121,1,vasstdc27m7nks3,1
8e0462410d727b34290fec10fd5661761yc8u,235,phone3,20,in,191.0,-0.5660540932807574,sporting goods,235,203.57.59.176,7,vasstdc27m7nks3,71
8e05310a342aec93aaec69a638e83a96aqyo7,1183,phone17,254,in,1103.0,-0.8311359108086069,office equipment,1183,249.148.101.226,17,vasstdc27m7nks3,153
8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,3,phone219,1,ir,1.0,-1.124123628815621,mobile,3,162.171.190.37,1,4h6zx3vpsfq5duk,1
8e2a43abb8fcd8ef9801c69fc04bfcb5kyc41,78,phone28,20,th,76.0,-0.04956048463069946,mobile,78,119.88.125.198,60,vasstdc27m7nks3,44
8ea020a1fdccfd726f74ed7e90dc3400zy9iy,8,phone45,6,ng,8.0,-0.6340536805457081,office equipment,8,236.63.15.129,6,xxpm0sydauy1di3,3
8ebc5b544d62622e45e1ee22a56265e0xwwsb,7344,phone22,1042,in,1772.0,-0.45296676967782207,auto parts,7344,236.63.15.129,665,vasstdc27m7nks3,3311
8ec8add138ed551bd5a9175eae0cb972ie0pk,82,phone31,13,za,79.0,1.3399702246664276,sporting goods,82,24.78.98.255,18,vasstdc27m7nks3,60
8ec9269ed4f5aef4584d887dfd9e595aaynzb,2,phone65,2,cn,2.0,-0.43941299865887723,mobile,2,130.117.254.74,1,vasstdc27m7nks3,2
8f00a4c4d7f097bc1688f8d89431f6bfmodq2,1,phone652,1,tr,1.0,1.261012620117512,jewelry,1,241.164.62.244,1,a0xmvzyuo4zog77,1
8f086b809805064f3c4a5dd48327c0f51yplz,329,phone46,73,us,99.0,-1.066317596933129,books and music,329,37.95.134.218,6,qhex76rfizw1kkb,312
8f6605a649ae41fe950a6bf579452464d9lmc,412,phone3,38,in,87.0,-0.41238986051512455,jewelry,412,113.68.203.150,12,vasstdc27m7nks3,72
8f6f7baf33fe2a5206ed3ca88446a99bmq453,100,phone321,71,th,67.0,0.09552068631744516,mobile,100,209.195.211.13,63,ofzmc4p3pqvgjpp,67
8fd35d215ab6530c2ef096c87233cbc93juwy,42,phone45,4,in,23.0,-0.5547886253904247,home goods,42,191.154.215.1,2,j7qmybhl6499y7v,9
8fe6da2176541d0ce24574dbb60f9107oq1kn,166,phone4,14,in,97.0,-0.5342206473412573,mobile,166,195.14.69.11,4,vasstdc27m7nks3,58
900284c412387e0bb2dc2aa5ce42dbb9th70g,2,phone164,1,id,2.0,1.3586941790650282,office equipment,2,33.175.92.50,1,09v3vdpooi2yx0v,1
90953913d629a03e27590d0d0f64456601ktd,20,phone184,3,in,15.0,1.354282362993286,jewelry,20,122.48.237.7,3,hfwx6wq6go2a973,14
90bb553b65144cafddc3f3d4a7783667a06ga,2,phone126,1,pk,1.0,0.09000242670665896,sporting goods,2,163.99.155.198,1,vasstdc27m7nks3,2
90eb8151eb82441b084d04893151619837abp,6,phone1244,1,mx,6.0,1.2679087215652147,sporting goods,6,10.220.79.253,1,vasstdc27m7nks3,6
90fd7b3c991701dee376daeb09a0a5b7kawse,15,phone23,6,id,9.0,-0.5454675725844087,jewelry,15,6.205.59.13,3,yvoq25qj2y33eyh,3
90fe8d6fc0bbe4ff2ca7833fe51bddbaaibof,1912,phone4,293,in,1338.0,1.3110927747116499,mobile,1912,213.225.77.188,66,vasstdc27m7nks3,761
915ccac760c7359a446100fd1a54bbf6oyrzf,3341,phone17,205,in,1395.0,-0.5273140771533703,jewelry,3341,5.146.235.202,41,vasstdc27m7nks3,761
916aedb8fd708e100318969dfe57a4639hexd,47,phone4,4,id,26.0,1.313868889405718,jewelry,47,107.189.39.235,2,vasstdc27m7nks3,16
916d2d806b772c9f227a9b3640e31469ljrxo,2047,phone17,449,in,2042.0,1.2444750069108346,mobile,2047,93.206.191.5,5,vasstdc27m7nks3,2021
9196288f121946095e5c402fd326109827t0a,3976,phone224,3976,us,3976.0,-0.7661525745084818,mobile,3976,10.69.195.142,3976,vasstdc27m7nks3,3976
9197b6590c6dceabd88ec93157fcc31fgb8a4,32,phone28,18,za,32.0,-0.2763455989956293,sporting goods,32,117.22.153.104,5,vasstdc27m7nks3,32
91a3c57b13234af24875c56fb7e2b2f4rb56a,24,phone4,6,ke,13.0,1.3226101776280792,home goods,24,209.80.85.101,4,vasstdc27m7nks3,24
91b8febfd1f556c06838992814e7653cr119e,2,phone25,2,ng,2.0,-1.2004915732507557,jewelry,2,69.85.202.86,2,vasstdc27m7nks3,2
91c749114e26abdb9a4536169f9b4580huern,1,phone15,1,id,1.0,0.23834161909447138,jewelry,1,221.143.27.57,1,pkegaymari9jblo,1
91d9b706f63537c5fc0027c50b0e3b06qpdgz,36,phone4,32,ph,32.0,-0.03413310118401966,home goods,36,38.112.253.130,2,vasstdc27m7nks3,36
91dcfc10da696a6d90966ff795751708er5fp,898,phone33,70,in,262.0,1.3780926797859654,mobile,898,43.53.158.19,13,vasstdc27m7nks3,68
920540ac4168ed08a1e297395a68d718gsqdn,1,phone26,1,in,1.0,-1.2299947984507753,sporting goods,1,112.185.210.171,1,vasstdc27m7nks3,1
9211adb9cc770c78a70b55441acd146bfxnz2,75,phone22,6,id,30.0,1.3202836399677778,jewelry,75,64.251.158.97,4,vasstdc27m7nks3,22
927c5e145de79f9ee2ada0ddc054b4e9hc3qj,1,phone316,1,in,1.0,-1.101046729742693,mobile,1,156.222.235.200,1,ydfy6ookweqhyfi,1
929b75b44585b34d2b917ec181ecbcf298fr8,2856,phone23,280,ir,1132.0,-0.5307271618227373,jewelry,2856,21.67.17.162,125,vasstdc27m7nks3,699
92a63dbb8323426833b944a4fc196fe27pzha,9,phone5,3,id,9.0,1.3159150866150833,home goods,9,113.224.119.86,1,vasstdc27m7nks3,8
92ce3c44edd41ad3222481daac1ead35bouwj,4,phone65,2,cn,1.0,-0.8128600971174864,mobile,4,0.159.159.71,1,vasstdc27m7nks3,2
92f8392be617527734a2f18482815af9ak8l3,1503,phone4,114,in,1074.0,1.3053180207668444,mobile,1503,213.225.77.188,19,vasstdc27m7nks3,328
9349befb45c4869b68e82a1944f4f01377cpz,1,phone22,1,ae,1.0,0.13451910375293014,mobile,1,27.191.241.62,1,39vav8kzsxbqduu,1
936a335eab4643c3529968a4d9b0c380esi7q,30,phone4,4,in,16.0,-0.4112016138699434,mobile,30,72.178.91.174,3,vasstdc27m7nks3,16
936d542904f515ea87bab7996497b11aszyco,22,phone101,6,za,22.0,-0.318608253394653,mobile,22,96.214.70.194,5,vasstdc27m7nks3,13
936d73a062928a362901f0e507d57b0a8rjs7,20,phone65,5,id,14.0,1.3416348264928535,home goods,20,232.192.233.182,5,ymz8ohe9ufaqr87,5
9372e27ce85a8c8b9460b87c37cf55ecqjjkd,168,phone2,10,my,134.0,1.3307197143315306,mobile,168,137.122.156.187,7,vasstdc27m7nks3,34
9375e98d0810ce9119ccf45300249636zfpd9,5,phone443,3,my,3.0,1.274528731968358,mobile,5,63.156.116.211,3,2evbw8ybl0k7pkk,1
9393cc68d0357d7b200a94fdf93ee3cf7xg5l,45,phone46,10,th,41.0,1.3635162711462314,mobile,45,135.62.4.46,2,vasstdc27m7nks3,20
93ab2dedd76c1859885cf724ebcd987c9ngfi,21,phone63,3,in,11.0,-0.22671196489639622,jewelry,21,105.45.122.135,1,9lram12rxl83brw,11
93e3c34171ab65e0b031dc67461e48b478u36,27536,phone4,2772,ir,3473.0,-0.5290240251175856,jewelry,27536,21.67.17.162,325,vasstdc27m7nks3,8129
942563fa6695a4b2f76ab6ff3bd58030i75z7,1,phone28,1,ca,1.0,1.3708589400680746,jewelry,1,248.126.232.205,1,rj6moiitgbpusre,1
942af1514033a612b203ec58f7894c9fv899u,1,phone1021,1,in,1.0,1.2061986015488708,mobile,1,14.113.11.2,1,z95gz558lxw8ai9,1
9434778d2268f1fa2a8ede48c0cd05c097zey,6540,phone3,541,in,4931.0,-0.7021462064821138,jewelry,6540,216.197.201.221,139,vasstdc27m7nks3,1164
949689cced5d86578e6c8b664ea76d6aq6zxg,1,phone497,1,in,1.0,1.1952133687754212,clothing,1,237.136.30.70,1,0v8m34hf8twpwn5,1
94c8c0f9c90820f28928caf5d122dabby69ts,2,phone246,2,ae,1.0,1.2966427835493162,jewelry,2,223.65.231.194,1,9jaaa9px68a9n3g,1
950aa0150f419cd6361bd3c500e6e695xfljo,358,phone57,27,in,203.0,-0.48226501333564387,mobile,358,124.48.92.209,5,vasstdc27m7nks3,55
953879d32e39e014cf8ce73daa2547cb2ke8t,8015,phone82,476,ir,1719.0,1.3142495250905755,mobile,8015,250.127.68.210,128,vasstdc27m7nks3,3739
953e01bab9ac8786b4bfc77d183732bbqw6ng,120,phone4,14,in,93.0,1.2921484939559091,mobile,120,213.225.77.188,12,vasstdc27m7nks3,41
958de49cdd870198543313fcf574d7c4eutrl,724,phone4,60,in,491.0,-0.494233679173855,jewelry,724,5.146.235.202,49,vasstdc27m7nks3,248
95af80db42edfce4e937550d60d79561punym,1,phone68,1,in,1.0,1.4335151191582396,mobile,1,50.215.53.102,1,xy8be7dmbwzhv8j,1
95efb775460080c0da57e154f27876d75xnsx,10,phone31,4,in,6.0,-0.6461758864131418,sporting goods,10,101.118.0.254,4,vasstdc27m7nks3,6
95fede5853bfffda8f50f6af494ff1d1hsgie,1,phone76,1,id,1.0,0.01899142287291185,office equipment,1,216.222.21.200,1,vasstdc27m7nks3,1
95ff2833eef5999a4f3ba4a7684d2b26a6v9j,4,phone36,3,in,3.0,-1.050063174028355,mobile,4,91.154.199.178,3,vasstdc27m7nks3,3
961ab8cb7952191816db53f8a11a35fe1zecm,44,phone17,6,in,29.0,1.3555370886507827,jewelry,44,161.65.74.152,3,vasstdc27m7nks3,6
964028ac24d4ca16c4b63f64b06df1c8ltrrl,483,phone35,29,in,145.0,-0.6342301721531045,mobile,483,224.130.156.216,9,vasstdc27m7nks3,479
9653f425ed82418570fbca890f7032b16sjjd,310,phone17,18,in,96.0,-0.5311222390590472,mobile,310,157.20.240.73,10,vasstdc27m7nks3,79
9655ccc7c0c193f1549475f02c54dce45kjw7,161935,phone17,12494,us,44935.0,-0.3295870032134333,sporting goods,161935,92.149.107.194,177,vasstdc27m7nks3,160076
9685887173cc2e1e5ee3993832a4b153bfl9m,76,phone4,18,in,36.0,1.3174708083918862,books and music,76,153.215.220.246,2,vasstdc27m7nks3,38
96982cc1eefd6f526b512755151227c3h2w3l,34,phone4,11,id,31.0,-0.5410189657082202,mobile,34,44.241.8.179,3,vasstdc27m7nks3,28
96b7bb4238e7ebb439d81d63db4c2796aoofv,50,phone102,5,py,28.0,1.3180788567225539,mobile,50,112.0.248.18,4,fmvz3olzduiy0w8,22
